id,name,date,month,sex,party,topcategory,link
ukra,Ukraine,,,,,,
russi,Russia,,,,,,
euroun,European Union,,,,,,
nato,NATO,,,,,,
,,,,,,,
p108,post108,23_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115256938634035559
abc,ABC,,,,,,
jkim,Jimmy Kimmel,,,2,,,
dnc,Democratic National Committee,,,,,,
demo,Democrats,,,3,1,,
,,,,,,,
p109,post109,24_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115260622454907511
demopa,Democrat Party,,,,,,
demo,Democrats,,,,,,
rep,Republicans,,,,,,
gov,Government of the United States,,,,,,
amerci,American Citizens,,,,,,
atp,American Taxpayers,,,,,,
illali,Illegal Aliens,,,,,,
,,,,,,,
p110,post110,24_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115260643704742189
demo,Democrats,,,,,,
rlno,Radical Left News Outfits,,,,,,
illali,Illegal Aliens,,,,,,
crim,Criminals,,,,,,
amerci,American Citizens,,,,,,
,,,,,,,
p111,post111,24_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115261106680507707
icefo,ICE Field Office,,,,,,
att,Deranged Shooter,,,,,,
demo,Democrats,,,,,,
lae,Law Enforcement,,,,,,
anti,ANTIFA,,,,,,
dt,Domestic Terrorism Networks,,,,,,
,,,,,,,
p112,post112,24_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115261110149678466
kh,Kamala Harris,,,1,1,,
demopa,Democrat Party,,,,,,
fn,Fox News,,,,,,
gb,Bush,,,,,,
ec,Electoral College,,,,,,
pv,Popular Vote,,,,,,
,,,,,,,
p113,post113,24_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115261466629181518
una,United Nations,,,,,,
mt,Melania Trump,,,,,,
sser,Secret Service,,,,,,
,,,,,,,
p114,post114,25_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115264848871452989
jc,Jack Ciattarelli,,,2,2,,
ms,Mikie Sherrill,,,1,1,,
nj,New Jersey,,,,,,
cny,City of New York,,,,,,
,,,,,,,
p115,post115,25_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115267382531822964
htm,Heavy Truck Manufacturers,,,,,,
pbt,Peterbilt,,,,,,
knw,Kenworth,,,,,,
fln,Freightliner,,,,,,
mck,Mack Trucks,,,,,,
truk,Truckers,,,,,,
us,United States,,,,,,
,,,,,,,
p116,post116,25_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115267459188661048
uscab,US Cabinet Manufacturers,,,,,,
usfur,US Furniture Manufacturers,,,,,,
usman,US Manufacturing Sector,,,,,,
us,United States,,,,,,
,,,,,,,
p117,post117,25_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115267512131958759
phco,Pharmaceutical Companies,,,,,,
usphm,U.S. Pharmaceutical Manufacturing,,,,,,
us,United States,,,,,,
,,,,,,,
p118,post118,25_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115267513846352215
jco,James Comey,,,2,3,,
fbi,Federal Bureau of Investigation,,,,,,
gj,Grand Jury,,,,,,
us,United States,,,,,,
,,,,,,,
p119,post119,25_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115267566687091858
jp,Jerome Powell,,,2,2,,
us,United States,,,,,,
,,,,,,,
p120,post120,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115270236987768479
jco,James Comey,,,2,2,,
jb,Joe Biden,,,2,1,,
judg,Judge,,,,,,
us,United States,,,,,,
,,,,,,,
p121,post121,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115270250599016202
jco,James Comey,,,2,2,,
us,United States,,,,,,
,,,,,,,
p122,post122,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115271135823530018
ty,Tylenol,,,,,,
me,medicaments,,,,,,
c,Children,,,,,,
tp,The public,,,,,,
,,,,,,,
p123,post123,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115272539858157742
aa,Amelia Earhart,,,1,3,,
us,United States,,,,,,
,,,,,,,
p124,post124,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115272758814629814
lm,Lisa Monaco,,,1,1,,
aw,Andrew Weissmann,,,2,,,
mg,Merrick Garland,,,2,1,,
jb,Joe Biden,,,2,1,,
ms,Microsoft,,,,,,
us,United States,,,,,,
,,,,,,,
p125,post125,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115272791741064606
bc,Brendan Carr,,,2,2,,
fcc,Federal Communications Commission,,,,,,
tan,Trump Administration,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
p126,post126,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115272913573921379
ham,Hamas,,,,,,
isra,Israel,,,,,,
bn,Benjamin Netanyahu,,,2,3,,
host,Hostages,,,,,,
amer,Americans,,,,,,
,,,,,,,
p127,post127,26_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115273002921064922
jc,James Comey,,,2,2,,
kbp,Kash Patel,,,2,,,
fbi,FBI,,,,,,
lhal,Lindsey Halligan,,,1,,,
doj,Department of Justice,,,,,,
,,,,,,,
p128,post128,27_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115276694936263266
kn,Kristi Noem,,,1,2,,
ph,Pete Hegseth,,,2,2,,
ice,ICE,,,,,,
anti,ANTIFA,,,,,,
usm,U.S. Military,,,,,,
por,"Portland, Oregon",,,,,,
,,,,,,,
p129,post129,27_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115277207989888806
fbi,Federal Bureau of Investigation,,,,,,
cw,Christopher Wray,,,2,2,,
jc,James Comey,,,2,2,,
pat,American Patriots,,,,,,
pol,Politicians (unspecific),,,,,,
,,,,,,,
p130,post130,27_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115277958170081067
cw,Christopher Wray,,,2,2,,
ccr,Chris Christie,,,2,2,,
,,,,,,,
p131,post131,27_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115279734861052153
dm,Douglas Murray,,,2,3,,
,,,,,,,
p132,post132,28_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115282475594529474
kc,King Charles,,,2,,,
qc,Queen Camilla,,,3,,,
rfam,Royal Family,,,,,,
,,,,,,,
p133,post133,28_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115283020712432544
fbi,FBI,,,,,,
tan,Trump Administration,,,,,,
tp,The Public,,,,,,
,,,,,,,
p134,post134,28_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115283456384015419
rmn,Russell M. Nelson,,,2,3,,
wnel,Wendy Nelson,,,1,2,,
cjcls,Church of Jesus Christ of Latter-day Saints,,,,,,
,,,,,,,
p135,post135,28_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115283825662825835
whiho,White House,,,,,,
,,,,,,,
p136,post136,28_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115285407847623317
nfl,NFL,,,,,,
,,,,,,,
p137,post137,29_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115287641147640374
zm,Zohran Mamdani,,,2,3,,
rep,Republicans,,,,,,
cny,City of New York,,,,,,
,,,,,,,
p138,post138,29_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115287691323395767
us,United States,,,,,,
cali,California,,,,,,
,,,,,,,
p139,post139,29_09_25,sep25,,,,https://truthsocial.com/@realDonaldTrump/posts/115287723938349086
noca,North Carolina,,,,,,
us,United States,,,,,,
,,,,,,,
p140,post140,01_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115300118756896774
nguar,National Guards,,,,,,
ore,Oregon,,,,,,
lae,Law Enforcement,,,,,,
anti,ANTIFA,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p141,post141,01_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115300121637799728
ore,Oregon,,,,,,
pat,American Patriots,,,,,,
,,,,,,,
p142,post142,01_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115300187189696754
afarm,American Farmers,,,,,,
us,United States,,,,,,
chi,China,,,,,,
,,,,,,,
p143,post143,01_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115300247218302066
jp,Jerome Powell,,,,,,
,,,,,,,
p144,post144,01_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115300785090391636
mw,Maxine Waters,,,,,,
illali,Illegal Aliens,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
p145,post145,01_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115302268694968810
rep,Republicans,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p146,post146,02_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115304401783234720
demo,Democrats,,,,,,
illali,Illegal Aliens,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
p147,post147,02_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115304455138824245
rv,Russ Vought,,,2,2,,
demo,Democrats,,,,,,
,,,,,,,
p148,post148,02_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115304536210429622
rep,Republicans,,,,,,
demo,Democrats,,,,,,
zm,Zohran Mamdani,,,,,,
,,,,,,,
p149,post149,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115310630808491399
hama,Hamas,,,,,,
isra,Israel,,,,,,
us,United States,,,,,,
host,hostages,,,,,,
,,,,,,,
p150,post150,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115311008657859843
idah,Idaho,,,,,,
jrisch,Jim Risch,,,2,2,,
vet,Veterans,,,,,,
,,,,,,,
p151,post151,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115311232842528048
cny,City of New York,,,,,,
ny,New York State,,,,,,
hs,Homeland Security,,,,,,
ct,Counterterrorism,,,,,,
,,,,,,,
p152,post152,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115311360340851958
vene,Venezuela,,,,,,
us,United States,,,,,,
dtc,Drug Trafficking Cartels,,,,,,
,,,,,,,
p153,post153,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115311560762123348
mve,Matt Van Epps,,,2,2,,
jjordan,Jim Jordan,,,2,2,,
uc,US Congress,,,,,,
rep,Republicans,,,,,,
vet,Veterans,,,,,,
,,,,,,,
p154,post154,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115312298602997974
hama,Hamas,,,,,,
isra,Israel,,,,,,
host,hostages,,,,,,
us,United States,,,,,,
,,,,,,,
p155,post155,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115312550655380642
ussn,U.S. Navy,,,,,,
ph,Pete Hegseth,,,2,2,,
jp,John Phelan,,,2,2,,
cs,Chuck Schumer,,,2,1,,
hjeff,Hakeem Jeffries,,,2,1,,
demo,Democrats,,,,,,
umf,U.S. Military Forces,,,,,,
vir,Virginia,,,,,,
us,United States,,,,,,
,,,,,,,
p156,post156,03_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115312821068691123
ice,ICE,,,,,,
lae,Law Enforcement,,,,,,
umf,U.S. Military Forces,,,,,,
,,,,,,,
p157,post157,04_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115316576281168745
isra,Israel,,,,,,
hama,Hamas,,,,,,
host,hostages,,,,,,
us,United States,,,,,,
,,,,,,,
p158,post158,04_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115317676598981431
lj,Letitia James,,,1,1,,
kh,Kathy Hochul,,,1,1,,
nystate,New York State,,,,,,
corp,Companies / Corporations,,,,,,
txex,Texas Exchange,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p159,post159,04_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115317679562891817
isra,Israel,,,,,,
hama,Hamas,,,,,,
host,hostages,,,,,,
pr,Prisoners,,,,,,
us,United States,,,,,,
,,,,,,,
p160,post160,04_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115318223084524890
u,Univision,,,,,,
goog,Google,,,,,,
rep,Republicans,,,,,,
,,,,,,,
p161,post161,05_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115321994845181490
umf,U.S. Military Forces,,,,,,
us,United States,,,,,,
,,,,,,,
p162,post162,05_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115322323424244142
jj,Jay Jones,,,2,1,,
jm,Jason Miyares,,,2,2,,
as,Abigail Spanberger,,,1,1,,
va,Virginia,,,,,,
rep,Republicans,,,,,,
demo,Democrats,,,,,,
,,,,,,,
p163,post163,05_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115322333732211990
fn,Fox News,,,,,,
pd,Peter Doocy,,,2,3,,
mkel,Mark Kelly,,,2,1,,
demo,Democrats,,,,,,
rep,Republicans,,,,,,
,,,,,,,
p164,post164,05_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115323790604734426
hama,Hamas,,,,,,
host,hostages,,,,,,
isra,Israel,,,,,,
gaza,Gaza Stripe,,,,,,
count,Countries,,,,,,
egy,Egypt,,,,,,
,,,,,,,
p165,post165,05_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115324114715261770
opec,OPEC,,,,,,
bhb,Big Homebuilders,,,,,,
fm,Fannie Mae,,,,,,
fmac,Freddie Mac,,,,,,
,,,,,,,
p166,post166,05_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115324116995053528
as,Al Sharpton,,,2,1,,
br,Brian Roberts,,,2,1,,
nbc,NBC,,,,,,
abc,ABC,,,,,,
fcc,Federal Communications Commission,,,,,,
demo,Democrats,,,,,,
rep,Republicans,,,,,,
,,,,,,,
p167,post167,06_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115327091437197645
us,United States,,,,,,
,,,,,,,
p168,post168,06_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115327555965429625
jpn,Japan,,,,,,
pmj,Female Prime Minister of Japan,,,1,3,,
,,,,,,,
p169,post169,06_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115328193599837767
br,Brazil,,,,,,
us,United States,,,,,,
lula,President Lula,,,2,3,,
,,,,,,,
p170,post170,06_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115328463321928109
us,United States,,,,,,
count,Countries,,,,,,
htm,Heavy Truck Manufacturers,,,,,,
,,,,,,,
p171,post171,06_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115329671584864920
us,United States,,,,,,
demo,Democrats,,,,,,
amer,Americans,,,,,,
usgov,United States Government,,,,,,
,,,,,,,
p172,post172,07_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115332793655857227
mbau,Michael Baumgartner,,,2,2,,
rep,Republicans,,,,,,
wa,Washington,,,,,,
mbart,Maria Bartiromo,,,1,,,
,,,,,,,
p173,post173,07_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115332808536869094
jsmi,Jack Smith,,,2,3,,
,,,,,,,
p174,post174,07_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115332976894666371
mve,Matt Van Epps,,,2,2,,
jt,Jim Jordan,,,2,2,,
vet,Veterans,,,,,,
us,United States,,,,,,
,,,,,,,
p175,post175,07_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115335941705023271
rbl,Richard Blumenthal,,,2,1,,
us,United States,,,,,,
sen,U.S. Senate,,,,,,
vnm,Vietnam,,,,,,
,,,,,,,
p176,post176,07_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115335985411793079
mve,Matt Van Epps,,,2,2,,
us,United States,,,,,,
,,,,,,,
p177,post177,07_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115336083572186272
jsmi,Jack Smith,,,2,3,,
bidoj,Biden DOJ,,,,,,
repsen,Republican Senators,,,,,,
repcong,Republican Congressman,,,,,,
,,,,,,,
p178,post178,08_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115336552194960046
cc,City of Chicago,,,,,,
,,,,,,,
p179,post179,08_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115338509988551290
ice,ICE,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
p180,post180,08_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115339108942948542
uth,James Uthmeier,,,2,2,,
us,United States,,,,,,
maga,MAGA,,,,,,
aa,Alligator Alcatraz,,,,,,
scot,United States Supreme Court,,,,,,
dsb,Deep State bureaucrats,,,,,,
cped,Criminal Pedophiles,,,,,,
c,Children,,,,,,
lemb,Members of Law Enforcement,,,,,,
fl,Florida,,,,,,
,,,,,,,
p181,post181,08_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115339130014906858
csmi,Chris Smith,,,2,2,,
amer,Americans,,,,,,
amerf,American Forces / Military,,,,,,
us,United States,,,,,,
hcfa,House Committee on Foreign Affairs,,,,,,
,,,,,,,
p182,post182,08_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115339214405326306
jvd,Jeff Van Drew,,,2,2,,
maga,MAGA,,,,,,
amer,Americans,,,,,,
amerf,American Forces,,,,,,
us,United States,,,,,,
hjso,House Judiciary Subcommittee on Oversight,,,,,,
ponj,People of New Jersey’s 2nd Congressional District,,,,,,
,,,,,,,
p183,post183,08_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115340993884364431
isra,Israel,,,,,,
hama,Hamas,,,,,,
host,Hostages,,,,,,
us,United States,,,,,,
count,Countries,,,,,,
egy,Egypt,,,,,,
qat,Qatar,,,,,,
tur,Turkey,,,,,,
medi,Media,,,,,,
,,,,,,,
p184,post184,09_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115344029460933968
mh,Mike Huckabee,,,2,2,,
us,United States,,,,,,
me,Middle East,,,,,,
,,,,,,,
p185,post185,09_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115344056627930464
eyl,Eylon Levy,,,,,,
fn,FoxNews,,,,,,
me,Middle East,,,,,,
,,,,,,,
p181,post181,09_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115344969648448054
bc,Ben Carson,,,2,2,,
usda,United States Department of Agriculture,,,,,,
us,United States,,,,,,
amer,Americans,,,,,,
,,,,,,,
p187,post187,09_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115344973130792718
fbi,Federal Bureau of Investigation,,,,,,
cw,Christopher Wray,,,2,2,,
kbp,Kash Patel,,,2,2,,
pb,Pam Bondi,,,1,2,,
doj,Department of Justice,,,,,,
crim,Criminals,,,,,,
,,,,,,,
p188,post188,09_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115345041705180674
us,United States,,,,,,
count,Countries,,,,,,
twc,Third World Countries,,,,,,
,,,,,,,
p189,post189,10_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115350455734003647
chi,China,,,,,,
us,United States,,,,,,
count,Countries (unspecific),,,,,,
euro,Europe,,,,,,
xi,Xi Jinping,,,2,,,
apec,Asia-Pacific Economic Cooperation,,,,,,
soukor,South Korea,,,,,,
me,Middle East,,,,,,
,,,,,,,
p190,post190,10_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115351840469973590
chi,China,,,,,,
us,United States,,,,,,
count,Countries,,,,,,
,,,,,,,
p191,post191,10_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115353404685317152
uscab,U.S. Attorney in D.C.,,,,,,
cw,City of Washington D.C.,,,,,,
,,,,,,,
p192,post192,11_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115356736998906023
cs,Chuck Schumer,,,2,1,,
demo,Democrats,,,,,,
tro,Troops,,,,,,
phe,Pete Hegseth,,,,,,
umf,U.S. Military Forces,,,,,,
,,,,,,,
p193,post193,11_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115359097815090250
bb,Bill Brennan,,,2,,,
cnn,CNN,,,,,,
,,,,,,,
p194,post194,12_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115359298785234325
ds,Dan Scavino,,,2,,,
sg,Sergio Gor,,,2,3,,
whppo,White House Presidential Personnel Office,,,,,,
ind,India,,,,,,
,,,,,,,
p195,post195,12_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115359345947837427
fbi,FBI,,,,,,
fbiag,FBI Agents,,,,,,
,,,,,,,
p196,post196,12_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115361806192142146
asch,Adam Schiff,,,2,1,,
uc,US Congress,,,,,,
,,,,,,,
p197,post197,12_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115362196088273474
xi,Xi Jinping,,,2,3,,
chi,China,,,,,,
us,United States,,,,,,
,,,,,,,
p198,post198,12_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115362973187528235
acu,America’s Colleges and Universities,,,,,,
you,Youth,,,,,,
soc,Society,,,,,,
fg,Federal Government,,,,,,
amer,Americans,,,,,,
,,,,,,,
p199,post199,12_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115362978954725477
cb,Lord Conrad Black,,,2,3,,
isra,Israel,,,,,,
me,Middle East,,,,,,
,,,,,,,
p200,post200,13_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115367574318732455
ussn,U.S. Navy,,,,,,
,,,,,,,
p201,post201,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115370746210555899
gm,Giorgia Meloni,,,1,3,,
ital,People of Italy,,,,,,
,,,,,,,
p202,post202,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115370891823342027
isra,Israel,,,,,,
egy,Egypt,,,,,,
gaza,Gaza Stripe,,,,,,
count,Great Countries,,,,,,
me,Middle East,,,,,,
,,,,,,,
p203,post203,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115370899456605514
tm,Time Magazine,,,,,,
,,,,,,,
p204,post204,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115373521310796812
ck,Charlie Kirk,,,2,2,,
me,Middle East,,,,,,
,,,,,,,
p205,post205,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115373569028997850
host,Hostages,,,,,,
amer,Americans,,,,,,
,,,,,,,
p206,post206,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115373650611754631
etru,Eric Trump,,,2,2,,
,,,,,,,
p207,post207,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115373751811822463
phe,Pete Hegseth,,,2,2,,
vsl,Vessel,,,,,,
dto,Designated Terrorist Organization,,,,,,
us,United States,,,,,,
usc,U.S. Southern Command,,,,,,
vene,Venezuela,,,,,,
ntw,Narcoterrorists,,,,,,
,,,,,,,
p208,post208,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115374202790006886
chi,China,,,,,,
us,United States,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p209,post209,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115374972311663773
jm,Javier Milei,,,2,3,,
arg,Argentina,,,,,,
peopa,people of Argentina,,,,,,
,,,,,,,
p210,post210,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375105881550079
bo,Bob Onder,,,2,2,,
mo,Missouri,,,,,,
vet,Veterans,,,,,,
,,,,,,,
p211,post211,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375106561964982
nd,Neal Dunn,,,2,2,,
fl,Florida,,,,,,
vet,Veterans,,,,,,
,,,,,,,
p212,post212,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375107170577916
kc,Kat Cammack,,,1,2,,
fl,Florida,,,,,,
vet,Veterans,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p213,post213,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375107555771159
ll,Laurel Lee,,,1,2,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
,,,,,,,
p214,post214,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375108572896191
tm,Tim Moore,,,2,2,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
,,,,,,,
p215,post215,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375108797044323
vf,Vince Fong,,,2,2,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
afarm,American Farmers,,,,,,
,,,,,,,
p216,post216,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375109495548501
wt,William Timmons,,,2,2,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
lae,Law Enforcement,,,,,,
,,,,,,,
p217,post217,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375110148150196
rf,Russell Fry,,,2,2,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
,,,,,,,
p218,post218,14_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115375110884191581
tc,Tom Cole,,,2,2,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
,,,,,,,https://truthsocial.com/@realDonaldTrump/posts/115375111830070922
p219,post219,14_10_25,oct25,,,,
jm,John Moolenaar,,,2,2,,
umf,U.S. Military Forces,,,,,,
vet,Veterans,,,,,,
,,,,,,,
p220,post220,16_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115384523296720119
vp,Vladimir Putin,,,2,3,,
,,,,,,,
p213,post213,16_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115384956858741387
vp,Vladimir Putin,,,2,3,,
russi,Russia,,,,,,
us,United States,,,,,,
ukra,Ukraine,,,,,,
mt,Melania Trump,,,1,,,
c,Children,,,,,,
mr,Marco Rubio,,,2,2,,
vz,Volodymyr Zelenskyy,,,2,3,,
whiho,White House,,,,,,
,,,,,,,
p214,post214,16_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115385030312911724
hama,Hamas,,,,,,
gaza,Gaza Stripe,,,,,,
us,United States,,,,,,
,,,,,,,
p215,post215,16_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115385308751129485
imo,International Maritime Organization,,,,,,
us,United States,,,,,,
atp,American Taxpayers,,,,,,
,,,,,,,
p216,post216,16_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115386860322605604
rep,Republicans,,,,,,
democ,Democratic Party,,,,,,
usatt,U.S. Attorneys,,,,,,
demo ,Democrats,,,,,,
cg,Chuck Grassley,,,2,2,,
,,,,,,,
p217,post217,16_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115386862652518090
afacad,U.S. Air Force Academy Cadets,,,,,,
cadchap,Cadet Chapel,,,,,,
fg,Federal Government,,,,,,
,,,,,,,
p218,post218,16_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115387504970821391
rep,Republicans,,,,,,
democ,Democratic Party,,,,,,
usatt,U.S. Attorney Candidates,,,,,,
dsen,Democratic Senators,,,,,,
,,,,,,,
p219,post219,17_10_25,oct25,,,,https://truthsocial.com/@realDonaldTrump/posts/115391463725537040
ukra,Ukraine,,,,,,
vp,Vladimir Putin,,,,,,
